ID,STATE,COUNTY,RPL_THEMES
2732,MISSOURI,Shannon,0.6449
2889,MISSOURI,McDonald,0.8631
2923,MISSOURI,Texas,0.8303
2924,MISSOURI,Washington,0.7904
2926,MISSOURI,St. Louis City,0.7796
2937,MISSOURI,Wayne,0.7646
3125,MISSOURI,Dunklin,0.958
3126,MISSOURI,Mississippi,0.9076
3189,MISSOURI,Pemiscot,0.9303
431,MONTANA,Beaverhead,0.2516
435,MONTANA,Broadwater,0.042
502,MONTANA,Custer,0.2901
507,MONTANA,Garfield,0.0076
511,MONTANA,Jefferson,0.0481
515,MONTANA,Meagher,0.0465
527,MONTANA,Missoula,0.178
532,MONTANA,Ravalli,0.186
741,MONTANA,Carbon,0.0433
742,MONTANA,Cascade,0.4102
743,MONTANA,Chouteau,0.4799
744,MONTANA,Dawson,0.0752
745,MONTANA,Fallon,0.0217
746,MONTANA,Fergus,0.2376
748,MONTANA,Flathead,0.0924
751,MONTANA,Gallatin,0.0427
752,MONTANA,Judith Basin,0.0162
753,MONTANA,Lake,0.6468
754,MONTANA,Lewis and Clark,0.1258
756,MONTANA,Park,0.0688
757,MONTANA,Petroleum,0.0029
759,MONTANA,Phillips,0.4146
760,MONTANA,Sheridan,0.0949
762,MONTANA,Pondera,0.8296
763,MONTANA,Powder River,0.0392
764,MONTANA,Richland,0.2121
765,MONTANA,Stillwater,0.036
766,MONTANA,Teton,0.2981
767,MONTANA,Treasure,0.0567
768,MONTANA,Valley,0.1162
769,MONTANA,Wheatland,0.5436
770,MONTANA,Yellowstone,0.2497
1068,MONTANA,Carter,0.0487
1107,MONTANA,Daniels,0.0242
1135,MONTANA,Golden Valley,0.0519
1138,MONTANA,Granite,0.0764
1140,MONTANA,Madison,0.1726
1212,MONTANA,Prairie,0.0758
1329,MONTANA,Sweet Grass,0.0086
1853,MONTANA,McCone,0.0774
1854,MONTANA,Musselshell,0.3551
1855,MONTANA,Wibaux,0.3933
1856,MONTANA,Powell,0.2545
1857,MONTANA,Rosebud,0.607
1858,MONTANA,Sanders,0.3478
1860,MONTANA,Silver Bow,0.5258
2082,MONTANA,Hill,0.6984
2103,MONTANA,Lincoln,0.4194
2108,MONTANA,Mineral,0.5621
2433,MONTANA,Deer Lodge,0.4717
2436,MONTANA,Toole,0.4768
2733,MONTANA,Liberty,0.4099
2939,MONTANA,Glacier,0.8583
3128,MONTANA,Blaine,0.915
3192,MONTANA,Big Horn,0.8274
3221,MONTANA,Roosevelt,0.8879
320,NEBRASKA,Blaine,0.0908
412,NEBRASKA,Deuel,0.165
612,NEBRASKA,Perkins,0.0538
630,NEBRASKA,York,0.1828
771,NEBRASKA,Adams,0.3592
772,NEBRASKA,Antelope,0.1032
773,NEBRASKA,Banner,0.0041
774,NEBRASKA,Boone,0.0283
775,NEBRASKA,Buffalo,0.2656
776,NEBRASKA,Burt,0.2541
777,NEBRASKA,Butler,0.1172
778,NEBRASKA,Cass,0.0108
779,NEBRASKA,Cedar,0.0121
780,NEBRASKA,Cherry,0.2261
781,NEBRASKA,Cheyenne,0.121
782,NEBRASKA,Clay,0.1646
783,NEBRASKA,Cuming,0.1936
784,NEBRASKA,Custer,0.1818
785,NEBRASKA,Fillmore,0.0618
786,NEBRASKA,Dixon,0.379
787,NEBRASKA,Dodge,0.5691
788,NEBRASKA,Furnas,0.1825
789,NEBRASKA,Gage,0.1105
790,NEBRASKA,Grant,0.1328
792,NEBRASKA,Hamilton,0.0089
793,NEBRASKA,Hayes,0.0436
794,NEBRASKA,Jefferson,0.2185
796,NEBRASKA,Holt,0.0981
797,NEBRASKA,Howard,0.0803
798,NEBRASKA,Kearney,0.0939
799,NEBRASKA,Knox,0.3277
800,NEBRASKA,Keya Paha,0.001
801,NEBRASKA,Lincoln,0.3675
802,NEBRASKA,Merrick,0.1975
803,NEBRASKA,Morrill,0.422
804,NEBRASKA,Nance,0.0825
805,NEBRASKA,Nemaha,0.1659
806,NEBRASKA,Otoe,0.2287
807,NEBRASKA,Phelps,0.1226
808,NEBRASKA,Pierce,0.0229
809,NEBRASKA,Sioux,0.0178
810,NEBRASKA,Polk,0.1908
811,NEBRASKA,Red Willow,0.2373
812,NEBRASKA,Stanton,0.057
813,NEBRASKA,Richardson,0.1025
814,NEBRASKA,Thomas,0.0035
816,NEBRASKA,Saunders,0.0424
817,NEBRASKA,Scotts Bluff,0.5675
818,NEBRASKA,Washington,0.0379
819,NEBRASKA,Webster,0.1092
820,NEBRASKA,Wheeler,0.0048
941,NEBRASKA,Kimball,0.5611
1861,NEBRASKA,Box Butte,0.3586
1862,NEBRASKA,Boyd,0.092
1863,NEBRASKA,Brown,0.1252
1864,NEBRASKA,Chase,0.1551
1865,NEBRASKA,Dawes,0.1717
1866,NEBRASKA,Douglas,0.4669
1867,NEBRASKA,Dundy,0.3038
1868,NEBRASKA,Franklin,0.0768
1869,NEBRASKA,Frontier,0.0994
1870,NEBRASKA,Garden,0.0143
1871,NEBRASKA,Garfield,0.043
1872,NEBRASKA,Gosper,0.0051
1873,NEBRASKA,Greeley,0.0411
1874,NEBRASKA,Harlan,0.1239
1875,NEBRASKA,Hitchcock,0.1943
1876,NEBRASKA,Johnson,0.5777
1877,NEBRASKA,Keith,0.2268
1878,NEBRASKA,Lancaster,0.3025
1879,NEBRASKA,Logan,0.1073
1880,NEBRASKA,Loup,0.0045
1881,NEBRASKA,McPherson,0.0838
1882,NEBRASKA,Madison,0.5105
1883,NEBRASKA,Nuckolls,0.1736
1884,NEBRASKA,Platte,0.2994
1885,NEBRASKA,Rock,0.0092
1886,NEBRASKA,Saline,0.5978
1887,NEBRASKA,Seward,0.0468
1888,NEBRASKA,Sheridan,0.5968
1889,NEBRASKA,Sherman,0.0739
1890,NEBRASKA,Thayer,0.058
1891,NEBRASKA,Valley,0.1484
1892,NEBRASKA,Wayne,0.0847
2437,NEBRASKA,Arthur,0.0083
2438,NEBRASKA,Pawnee,0.2318
2439,NEBRASKA,Sarpy,0.0971
2734,NEBRASKA,Hall,0.6701
2735,NEBRASKA,Hooker,0.1468
2927,NEBRASKA,Colfax,0.5188
3024,NEBRASKA,Dakota,0.8615
3025,NEBRASKA,Dawson,0.7933
3122,NEBRASKA,Thurston,0.8866
632,NEVADA,Churchill,0.6048
821,NEVADA,Lyon,0.5783
1005,NEVADA,Pershing,0.9038
1893,NEVADA,Douglas,0.1793
1894,NEVADA,Elko,0.5178
1895,NEVADA,Carson City,0.8443
1897,NEVADA,Eureka,0.0675
1899,NEVADA,White Pine,0.3742
2308,NEVADA,Lincoln,0.4213
2440,NEVADA,Humboldt,0.5869
2441,NEVADA,Storey,0.0717
2443,NEVADA,Washoe,0.5271
2736,NEVADA,Clark,0.7404
2737,NEVADA,Mineral,0.8815
2925,NEVADA,Nye,0.7309
2928,NEVADA,Esmeralda,0.6395
3123,NEVADA,Lander,0.8261
635,NEW HAMPSHIRE,Coos,0.529
638,NEW HAMPSHIRE,Grafton,0.1882
822,NEW HAMPSHIRE,Sullivan,0.1513
823,NEW HAMPSHIRE,Belknap,0.0841
824,NEW HAMPSHIRE,Cheshire,0.1417
825,NEW HAMPSHIRE,Merrimack,0.1455
828,NEW HAMPSHIRE,Rockingham,0.0111
830,NEW HAMPSHIRE,Strafford,0.1748
1901,NEW HAMPSHIRE,Carroll,0.0583
1902,NEW HAMPSHIRE,Hillsborough,0.1911
826,NEW JERSEY,Burlington,0.2054
832,NEW JERSEY,Gloucester,0.1675
833,NEW JERSEY,Hunterdon,0.0264
835,NEW JERSEY,Ocean,0.3354
836,NEW JERSEY,Salem,0.5901
838,NEW JERSEY,Sussex,0.0191
840,NEW JERSEY,Warren,0.2178
1904,NEW JERSEY,Cape May,0.3398
1906,NEW JERSEY,Monmouth,0.1605
1907,NEW JERSEY,Morris,0.1201
1908,NEW JERSEY,Somerset,0.1
2445,NEW JERSEY,Bergen,0.2395
2738,NEW JERSEY,Mercer,0.558
2739,NEW JERSEY,Camden,0.6118
2740,NEW JERSEY,Middlesex,0.4659
2929,NEW JERSEY,Atlantic,0.7911
3026,NEW JERSEY,Cumberland,0.9592
3027,NEW JERSEY,Hudson,0.6424
3030,NEW JERSEY,Passaic,0.7764
3031,NEW JERSEY,Union,0.6232
3130,NEW JERSEY,Essex,0.8404
41,NEW MEXICO,Rio Arriba,-999
369,NEW MEXICO,Luna,0.999
839,NEW MEXICO,Los Alamos,0.0248
1898,NEW MEXICO,Lincoln,0.4796
1909,NEW MEXICO,Sandoval,0.4818
1910,NEW MEXICO,Taos,0.8586
1911,NEW MEXICO,Union,0.6793
2442,NEW MEXICO,Bernalillo,0.6828
2444,NEW MEXICO,Eddy,0.7032
2446,NEW MEXICO,Otero,0.914
2447,NEW MEXICO,Grant,0.9296
2448,NEW MEXICO,Harding,0.3615
2449,NEW MEXICO,Quay,0.8096
2450,NEW MEXICO,Santa Fe,0.5255
2451,NEW MEXICO,Valencia,0.9041
2741,NEW MEXICO,Catron,0.3357
2742,NEW MEXICO,Curry,0.8774
2743,NEW MEXICO,De Baca,0.6939
2745,NEW MEXICO,Colfax,0.9627
2746,NEW MEXICO,Doña Ana,0.9841
2747,NEW MEXICO,Torrance,0.749
2843,NEW MEXICO,Roosevelt,0.943
2943,NEW MEXICO,Guadalupe,0.9529
2966,NEW MEXICO,Hidalgo,0.9631
2971,NEW MEXICO,Mora,0.7959
3032,NEW MEXICO,Chaves,0.9551
3033,NEW MEXICO,San Juan,0.9194
3035,NEW MEXICO,Sierra,0.9146
3036,NEW MEXICO,Socorro,0.9745
3127,NEW MEXICO,Lea,0.9217
3132,NEW MEXICO,San Miguel,0.9863
3222,NEW MEXICO,Cibola,0.9984
3245,NEW MEXICO,McKinley,0.9889
841,NEW YORK,Chenango,0.5646
842,NEW YORK,Madison,0.1666
843,NEW YORK,Columbia,0.3854
844,NEW YORK,Cortland,0.3452
846,NEW YORK,Delaware,0.6331
847,NEW YORK,Dutchess,0.4207
848,NEW YORK,Putnam,0.0812
849,NEW YORK,Essex,0.3869
850,NEW YORK,Fulton,0.501
851,NEW YORK,Genesee,0.1879
853,NEW YORK,Greene,0.4159
854,NEW YORK,Jefferson,0.6484
855,NEW YORK,Lewis,0.2911
856,NEW YORK,Niagara,0.3318
857,NEW YORK,Ontario,0.2315
858,NEW YORK,Orleans,0.643
859,NEW YORK,Oswego,0.6497
860,NEW YORK,Rensselaer,0.343
861,NEW YORK,Steuben,0.4691
862,NEW YORK,Saratoga,0.0475
863,NEW YORK,Schoharie,0.4013
864,NEW YORK,Schuyler,0.3691
865,NEW YORK,Suffolk,0.2146
866,NEW YORK,Tioga,0.1994
868,NEW YORK,Ulster,0.4704
871,NEW YORK,Warren,0.1742
872,NEW YORK,Washington,0.4
873,NEW YORK,Wayne,0.3414
876,NEW YORK,Wyoming,0.3121
1912,NEW YORK,Allegany,0.5818
1913,NEW YORK,Broome,0.6166
1914,NEW YORK,Cattaraugus,0.7283
1915,NEW YORK,Cayuga,0.5025
1916,NEW YORK,Franklin,0.7073
1917,NEW YORK,Chautauqua,0.7248
1918,NEW YORK,Chemung,0.485
1919,NEW YORK,Clinton,0.5312
1920,NEW YORK,Erie,0.414
1922,NEW YORK,Herkimer,0.5322
1924,NEW YORK,Livingston,0.3424
1925,NEW YORK,Monroe,0.5204
1926,NEW YORK,Montgomery,0.8306
1927,NEW YORK,Nassau,0.243
1928,NEW YORK,Oneida,0.6946
1929,NEW YORK,Orange,0.5538
1930,NEW YORK,Otsego,0.4236
1931,NEW YORK,St. Lawrence,0.7475
1932,NEW YORK,Schenectady,0.3943
1933,NEW YORK,Seneca,0.449
1934,NEW YORK,Yates,0.4392
1935,NEW YORK,Sullivan,0.7939
2454,NEW YORK,Albany,0.3041
2455,NEW YORK,Hamilton,0.3898
2456,NEW YORK,Onondaga,0.5207
2749,NEW YORK,Richmond,0.4764
2750,NEW YORK,Tompkins,0.3462
2751,NEW YORK,Westchester,0.5516
2930,NEW YORK,New York,0.551
3028,NEW YORK,Rockland,0.6038
3037,NEW YORK,Kings,0.8153
3039,NEW YORK,Queens,0.6201
3247,NEW YORK,Bronx,0.9927
867,NORTH CAROLINA,Lincoln,0.3564
869,NORTH CAROLINA,Madison,0.4586
870,NORTH CAROLINA,Mitchell,0.4223
874,NORTH CAROLINA,Person,0.7732
877,NORTH CAROLINA,Randolph,0.6965
878,NORTH CAROLINA,Alamance,0.7838
879,NORTH CAROLINA,Cabarrus,0.4175
880,NORTH CAROLINA,Ashe,0.4994
881,NORTH CAROLINA,Buncombe,0.3799
882,NORTH CAROLINA,Burke,0.8487
883,NORTH CAROLINA,Caldwell,0.651
884,NORTH CAROLINA,Carteret,0.4255
886,NORTH CAROLINA,Haywood,0.2809
887,NORTH CAROLINA,Catawba,0.6481
888,NORTH CAROLINA,Rockingham,0.7857
890,NORTH CAROLINA,Chatham,0.3809
891,NORTH CAROLINA,Craven,0.8099
893,NORTH CAROLINA,Currituck,0.1194
894,NORTH CAROLINA,Dare,0.1449
896,NORTH CAROLINA,Davidson,0.6841
898,NORTH CAROLINA,Davie,0.4411
899,NORTH CAROLINA,Franklin,0.6376
900,NORTH CAROLINA,Stokes,0.3067
901,NORTH CAROLINA,Gaston,0.672
902,NORTH CAROLINA,Granville,0.6561
903,NORTH CAROLINA,Iredell,0.3745
905,NORTH CAROLINA,Johnston,0.5395
906,NORTH CAROLINA,Montgomery,0.8713
907,NORTH CAROLINA,Moore,0.3621
908,NORTH CAROLINA,Nash,0.8287
910,NORTH CAROLINA,Pasquotank,0.7748
911,NORTH CAROLINA,Pender,0.5478
913,NORTH CAROLINA,Rowan,0.8143
915,NORTH CAROLINA,Rutherford,0.7551
916,NORTH CAROLINA,Stanly,0.6325
917,NORTH CAROLINA,Surry,0.7258
919,NORTH CAROLINA,Yadkin,0.6404
1936,NORTH CAROLINA,Alexander,0.6341
1937,NORTH CAROLINA,Caswell,0.836
1938,NORTH CAROLINA,Avery,0.6446
1939,NORTH CAROLINA,Beaufort,0.7156
1940,NORTH CAROLINA,Brunswick,0.3583
1941,NORTH CAROLINA,Jackson,0.6236
1942,NORTH CAROLINA,Camden,0.307
1943,NORTH CAROLINA,Macon,0.3548
1944,NORTH CAROLINA,Martin,0.7541
1945,NORTH CAROLINA,Cherokee,0.4869
1946,NORTH CAROLINA,Clay,0.2191
1948,NORTH CAROLINA,Cleveland,0.835
1949,NORTH CAROLINA,Columbus,0.9481
1952,NORTH CAROLINA,Forsyth,0.6834
1954,NORTH CAROLINA,Gates,0.3567
1955,NORTH CAROLINA,Orange,0.2959
1956,NORTH CAROLINA,Guilford,0.6369
1957,NORTH CAROLINA,Wilson,0.936
1958,NORTH CAROLINA,Yancey,0.5736
1959,NORTH CAROLINA,Harnett,0.7869
1960,NORTH CAROLINA,Henderson,0.321
1961,NORTH CAROLINA,Lee,0.8481
1963,NORTH CAROLINA,McDowell,0.7895
1964,NORTH CAROLINA,New Hanover,0.3771
1966,NORTH CAROLINA,Pamlico,0.7162
1967,NORTH CAROLINA,Perquimans,0.5048
1969,NORTH CAROLINA,Polk,0.3825
1970,NORTH CAROLINA,Swain,0.7774
1973,NORTH CAROLINA,Transylvania,0.3975
1974,NORTH CAROLINA,Union,0.1873
1976,NORTH CAROLINA,Wake,0.2774
1978,NORTH CAROLINA,Wayne,0.9503
1980,NORTH CAROLINA,Wilkes,0.6924
2452,NORTH CAROLINA,Onslow,0.7465
2453,NORTH CAROLINA,Pitt,0.8242
2457,NORTH CAROLINA,Chowan,0.8118
2458,NORTH CAROLINA,Cumberland,0.864
2459,NORTH CAROLINA,Graham,0.6338
2461,NORTH CAROLINA,Mecklenburg,0.4408
2462,NORTH CAROLINA,Northampton,0.9022
2752,NORTH CAROLINA,Bertie,0.9385
2753,NORTH CAROLINA,Bladen,0.9446
2754,NORTH CAROLINA,Durham,0.6197
2755,NORTH CAROLINA,Hyde,0.8627
2757,NORTH CAROLINA,Jones,0.8761
2758,NORTH CAROLINA,Richmond,0.9796
2759,NORTH CAROLINA,Warren,0.8943
2762,NORTH CAROLINA,Watauga,0.4121
2931,NORTH CAROLINA,Vance,0.9787
2932,NORTH CAROLINA,Alleghany,0.6268
2936,NORTH CAROLINA,Anson,0.9443
2938,NORTH CAROLINA,Edgecombe,0.9726
2940,NORTH CAROLINA,Hoke,0.8924
2941,NORTH CAROLINA,Lenoir,0.9933
2942,NORTH CAROLINA,Sampson,0.9723
2944,NORTH CAROLINA,Washington,0.8787
3029,NORTH CAROLINA,Halifax,0.9646
3135,NORTH CAROLINA,Duplin,0.979
3139,NORTH CAROLINA,Hertford,0.9873
3141,NORTH CAROLINA,Scotland,0.9936
3142,NORTH CAROLINA,Tyrrell,0.8764
3193,NORTH CAROLINA,Robeson,0.9911
3249,NORTH CAROLINA,Greene,0.9924
727,NORTH DAKOTA,Steele,0.0019
732,NORTH DAKOTA,Bowman,0.1755
750,NORTH DAKOTA,Towner,0.1946
761,NORTH DAKOTA,Traill,0.0927
815,NORTH DAKOTA,Dickey,0.1159
827,NORTH DAKOTA,Golden Valley,0.093
831,NORTH DAKOTA,Hettinger,0.0561
904,NORTH DAKOTA,Barnes,0.1245
909,NORTH DAKOTA,Billings,0.0312
918,NORTH DAKOTA,Bottineau,0.0691
920,NORTH DAKOTA,Adams,0.0299
921,NORTH DAKOTA,Dunn,0.2226
922,NORTH DAKOTA,Eddy,0.2904
923,NORTH DAKOTA,Foster,0.0175
924,NORTH DAKOTA,Kidder,0.029
925,NORTH DAKOTA,McHenry,0.0296
926,NORTH DAKOTA,Pierce,0.1914
927,NORTH DAKOTA,McLean,0.0834
928,NORTH DAKOTA,Mercer,0.1016
929,NORTH DAKOTA,Morton,0.1035
930,NORTH DAKOTA,Ransom,0.0857
931,NORTH DAKOTA,Oliver,0.2108
932,NORTH DAKOTA,Renville,0.028
933,NORTH DAKOTA,Sargent,0.0232
934,NORTH DAKOTA,Pembina,0.0417
935,NORTH DAKOTA,Walsh,0.3682
1900,NORTH DAKOTA,Slope,0.0137
1921,NORTH DAKOTA,Stark,0.214
1923,NORTH DAKOTA,Wells,0.0611
1950,NORTH DAKOTA,McIntosh,0.1061
1953,NORTH DAKOTA,Nelson,0.035
1962,NORTH DAKOTA,Burke,0.007
1965,NORTH DAKOTA,Sheridan,0.0742
1968,NORTH DAKOTA,Divide,0.0334
1971,NORTH DAKOTA,Grant,0.071
1975,NORTH DAKOTA,Griggs,0.0732
1979,NORTH DAKOTA,LaMoure,0.0443
1981,NORTH DAKOTA,Burleigh,0.1739
1982,NORTH DAKOTA,Cass,0.1427
1983,NORTH DAKOTA,Cavalier,0.0172
1984,NORTH DAKOTA,Emmons,0.0955
1985,NORTH DAKOTA,Logan,0.0382
1986,NORTH DAKOTA,Grand Forks,0.3029
1987,NORTH DAKOTA,Ramsey,0.3532
1988,NORTH DAKOTA,Richland,0.1217
1989,NORTH DAKOTA,Stutsman,0.2424
1990,NORTH DAKOTA,Ward,0.1678
2460,NORTH DAKOTA,Williams,0.251
2763,NORTH DAKOTA,McKenzie,0.392
2765,NORTH DAKOTA,Mountrail,0.3758
3040,NORTH DAKOTA,Benson,0.8433
3143,NORTH DAKOTA,Rolette,0.907
3194,NORTH DAKOTA,Sioux,0.8844
662,OHIO,Putnam,0.0153
669,OHIO,Williams,0.2691
696,OHIO,Wyandot,0.2274
829,OHIO,Allen,0.5793
837,OHIO,Fulton,0.1777
845,OHIO,Hardin,0.471
936,OHIO,Ashland,0.4334
937,OHIO,Ashtabula,0.7857
939,OHIO,Auglaize,0.0535
940,OHIO,Belmont,0.3596
942,OHIO,Brown,0.4048
943,OHIO,Butler,0.3618
944,OHIO,Carroll,0.1538
945,OHIO,Champaign,0.2978
946,OHIO,Clark,0.7271
947,OHIO,Clermont,0.1029
948,OHIO,Clinton,0.4424
949,OHIO,Columbiana,0.4854
950,OHIO,Crawford,0.3191
951,OHIO,Harrison,0.5194
952,OHIO,Darke,0.1347
953,OHIO,Defiance,0.2166
954,OHIO,Fairfield,0.2354
955,OHIO,Erie,0.2914
956,OHIO,Henry,0.1557
957,OHIO,Gallia,0.664
958,OHIO,Geauga,0.0901
959,OHIO,Huron,0.4325
960,OHIO,Greene,0.2076
961,OHIO,Guernsey,0.6707
962,OHIO,Hancock,0.2111
963,OHIO,Highland,0.6898
964,OHIO,Hocking,0.4685
965,OHIO,Logan,0.3169
966,OHIO,Jefferson,0.5494
967,OHIO,Knox,0.2943
969,OHIO,Lake,0.1293
970,OHIO,Licking,0.229
972,OHIO,Lorain,0.5089
973,OHIO,Mahoning,0.5889
974,OHIO,Medina,0.0102
975,OHIO,Mercer,0.051
976,OHIO,Miami,0.1191
977,OHIO,Monroe,0.443
978,OHIO,Montgomery,0.6726
979,OHIO,Morrow,0.192
980,OHIO,Muskingum,0.5981
981,OHIO,Ottawa,0.1541
982,OHIO,Paulding,0.2885
983,OHIO,Perry,0.5545
984,OHIO,Portage,0.2455
985,OHIO,Preble,0.1691
986,OHIO,Richland,0.6169
987,OHIO,Ross,0.7255
989,OHIO,Sandusky,0.3987
990,OHIO,Seneca,0.3755
992,OHIO,Shelby,0.1892
993,OHIO,Stark,0.3666
995,OHIO,Summit,0.3334
996,OHIO,Trumbull,0.464
999,OHIO,Tuscarawas,0.3443
1000,OHIO,Union,0.0771
1001,OHIO,Van Wert,0.1697
1003,OHIO,Warren,0.0478
1006,OHIO,Washington,0.3497
1007,OHIO,Wayne,0.479
1977,OHIO,Marion,0.6414
1992,OHIO,Adams,0.7704
1993,OHIO,Coshocton,0.6207
1994,OHIO,Morgan,0.5659
1995,OHIO,Delaware,0.0166
1996,OHIO,Fayette,0.5016
1997,OHIO,Pickaway,0.2818
1998,OHIO,Franklin,0.5124
1999,OHIO,Jackson,0.7726
2000,OHIO,Lawrence,0.5583
2001,OHIO,Madison,0.3382
2002,OHIO,Pike,0.7994
2003,OHIO,Wood,0.1662
2463,OHIO,Athens,0.7325
2464,OHIO,Meigs,0.6787
2465,OHIO,Cuyahoga,0.6809
2466,OHIO,Hamilton,0.5369
2467,OHIO,Vinton,0.7229
2468,OHIO,Noble,0.4293
2469,OHIO,Scioto,0.8347
2769,OHIO,Lucas,0.6876
2945,OHIO,Holmes,0.436
63,OKLAHOMA,Kiowa,0.6545
707,OKLAHOMA,Bryan,0.8127
994,OKLAHOMA,Garfield,0.5908
1004,OKLAHOMA,Caddo,0.9459
1008,OKLAHOMA,Canadian,0.2621
1009,OKLAHOMA,Carter,0.7914
1010,OKLAHOMA,Cherokee,0.9271
1011,OKLAHOMA,Comanche,0.8354
1013,OKLAHOMA,Cleveland,0.3436
1015,OKLAHOMA,Cotton,0.6742
1016,OKLAHOMA,Craig,0.8538
1018,OKLAHOMA,Creek,0.4901
1019,OKLAHOMA,Ellis,0.3019
1020,OKLAHOMA,Garvin,0.5115
1021,OKLAHOMA,Kay,0.842
1022,OKLAHOMA,Grady,0.308
1023,OKLAHOMA,Grant,0.1634
1024,OKLAHOMA,Jackson,0.8226
1025,OKLAHOMA,Lincoln,0.4787
1026,OKLAHOMA,Logan,0.2984
1028,OKLAHOMA,Love,0.6293
1029,OKLAHOMA,Major,0.3204
1030,OKLAHOMA,McClain,0.1624
1031,OKLAHOMA,Noble,0.3385
1032,OKLAHOMA,Nowata,0.5895
1033,OKLAHOMA,Osage,0.6239
1035,OKLAHOMA,Pawnee,0.5424
1037,OKLAHOMA,Pontotoc,0.65
1038,OKLAHOMA,Stephens,0.6051
1041,OKLAHOMA,Pottawatomie,0.7815
1043,OKLAHOMA,Roger Mills,0.4003
1045,OKLAHOMA,Rogers,0.2834
1046,OKLAHOMA,Washita,0.4045
1047,OKLAHOMA,Seminole,0.929
1048,OKLAHOMA,Wagoner,0.4245
1049,OKLAHOMA,Washington,0.4382
1050,OKLAHOMA,Woodward,0.5745
1896,OKLAHOMA,Alfalfa,0.2535
1903,OKLAHOMA,Cimarron,0.4475
1991,OKLAHOMA,Coal,0.8255
2004,OKLAHOMA,Beaver,0.4554
2005,OKLAHOMA,Beckham,0.7118
2006,OKLAHOMA,Blaine,0.6678
2007,OKLAHOMA,Custer,0.7503
2008,OKLAHOMA,Delaware,0.7697
2009,OKLAHOMA,Dewey,0.2248
2010,OKLAHOMA,Harmon,0.8108
2011,OKLAHOMA,Hughes,0.8115
2012,OKLAHOMA,Johnston,0.8468
2013,OKLAHOMA,Kingfisher,0.3806
2014,OKLAHOMA,Latimer,0.8936
2015,OKLAHOMA,Murray,0.7092
2016,OKLAHOMA,Le Flore,0.9032
2017,OKLAHOMA,Mayes,0.7519
2018,OKLAHOMA,Muskogee,0.9338
2022,OKLAHOMA,Oklahoma,0.6818
2023,OKLAHOMA,Okmulgee,0.8659
2025,OKLAHOMA,Ottawa,0.9576
2026,OKLAHOMA,Pittsburg,0.8264
2027,OKLAHOMA,Pushmataha,0.7863
2028,OKLAHOMA,Tulsa,0.6159
2029,OKLAHOMA,Woods,0.314
2470,OKLAHOMA,Atoka,0.8076
2471,OKLAHOMA,Harper,0.3185
2473,OKLAHOMA,Choctaw,0.9602
2474,OKLAHOMA,Jefferson,0.8745
2476,OKLAHOMA,McCurtain,0.9137
2477,OKLAHOMA,Marshall,0.8545
2479,OKLAHOMA,Tillman,0.871
2771,OKLAHOMA,Greer,0.7742
2773,OKLAHOMA,Haskell,0.8736
2775,OKLAHOMA,Okfuskee,0.9287
2776,OKLAHOMA,Payne,0.5131
2777,OKLAHOMA,Sequoyah,0.9159
2946,OKLAHOMA,McIntosh,0.7828
3034,OKLAHOMA,Adair,0.8965
3038,OKLAHOMA,Texas,0.821
991,OREGON,Lake,0.7608
997,OREGON,Linn,0.679
1002,OREGON,Wasco,0.8389
1044,OREGON,Jackson,0.7354
1051,OREGON,Columbia,0.4025
1053,OREGON,Clatsop,0.5185
1055,OREGON,Deschutes,0.1637
1056,OREGON,Klamath,0.8688
1057,OREGON,Polk,0.5777
1059,OREGON,Union,0.6729
1060,OREGON,Yamhill,0.6608
2019,OREGON,Curry,0.4879
2021,OREGON,Douglas,0.7277
2030,OREGON,Baker,0.6854
2032,OREGON,Harney,0.7108
2033,OREGON,Benton,0.349
2034,OREGON,Clackamas,0.1895
2035,OREGON,Crook,0.5729
2036,OREGON,Hood River,0.5455
2038,OREGON,Jefferson,0.9118
2039,OREGON,Lane,0.649
2041,OREGON,Lincoln,0.5522
2043,OREGON,Tillamook,0.6586
2046,OREGON,Wallowa,0.5032
2049,OREGON,Washington,0.3194
2480,OREGON,Coos,0.743
2481,OREGON,Gilliam,0.5092
2482,OREGON,Grant,0.5465
2483,OREGON,Josephine,0.6557
2484,OREGON,Marion,0.8535
2486,OREGON,Sherman,0.135
2488,OREGON,Umatilla,0.9688
2489,OREGON,Wheeler,0.3901
2779,OREGON,Multnomah,0.4675
2864,OREGON,Morrow,0.7643
2948,OREGON,Malheur,0.9965
834,PENNSYLVANIA,McKean,0.5462
852,PENNSYLVANIA,Potter,0.4417
875,PENNSYLVANIA,Wyoming,0.1121
889,PENNSYLVANIA,York,0.329
1058,PENNSYLVANIA,Beaver,0.2481
1061,PENNSYLVANIA,Adams,0.2118
1062,PENNSYLVANIA,Armstrong,0.2475
1063,PENNSYLVANIA,Bedford,0.2729
1064,PENNSYLVANIA,Butler,0.079
1065,PENNSYLVANIA,Blair,0.3981
1066,PENNSYLVANIA,Bradford,0.3471
1067,PENNSYLVANIA,Bucks,0.0831
1069,PENNSYLVANIA,Carbon,0.3048
1070,PENNSYLVANIA,Chester,0.1436
1071,PENNSYLVANIA,Elk,0.1166
1072,PENNSYLVANIA,Clarion,0.4771
1073,PENNSYLVANIA,Fayette,0.6248
1074,PENNSYLVANIA,Clearfield,0.6054
1075,PENNSYLVANIA,Clinton,0.486
1076,PENNSYLVANIA,Venango,0.4229
