ID,STATE,COUNTY,RPL_THEMES
1077,PENNSYLVANIA,Columbia,0.2768
1078,PENNSYLVANIA,Crawford,0.5064
1080,PENNSYLVANIA,Cumberland,0.1615
1081,PENNSYLVANIA,Franklin,0.3373
1082,PENNSYLVANIA,Warren,0.2134
1083,PENNSYLVANIA,Fulton,0.2201
1084,PENNSYLVANIA,Jefferson,0.3312
1085,PENNSYLVANIA,Indiana,0.5484
1086,PENNSYLVANIA,Lawrence,0.4694
1087,PENNSYLVANIA,Juniata,0.4484
1088,PENNSYLVANIA,Lebanon,0.5328
1089,PENNSYLVANIA,Lehigh,0.635
1090,PENNSYLVANIA,Lycoming,0.421
1091,PENNSYLVANIA,Mercer,0.542
1092,PENNSYLVANIA,Schuylkill,0.4506
1093,PENNSYLVANIA,Washington,0.1694
1096,PENNSYLVANIA,Monroe,0.3064
1097,PENNSYLVANIA,Susquehanna,0.2064
1098,PENNSYLVANIA,Northampton,0.2876
1099,PENNSYLVANIA,Westmoreland,0.1379
1102,PENNSYLVANIA,Perry,0.1089
1103,PENNSYLVANIA,Pike,0.1287
1104,PENNSYLVANIA,Snyder,0.2299
1105,PENNSYLVANIA,Tioga,0.3153
1106,PENNSYLVANIA,Somerset,0.4226
1108,PENNSYLVANIA,Wayne,0.2631
2037,PENNSYLVANIA,Berks,0.6162
2042,PENNSYLVANIA,Cambria,0.4892
2044,PENNSYLVANIA,Cameron,0.3006
2047,PENNSYLVANIA,Sullivan,0.3576
2050,PENNSYLVANIA,Union,0.3605
2051,PENNSYLVANIA,Dauphin,0.4975
2052,PENNSYLVANIA,Erie,0.6194
2055,PENNSYLVANIA,Greene,0.435
2056,PENNSYLVANIA,Huntingdon,0.4908
2057,PENNSYLVANIA,Lackawanna,0.5252
2058,PENNSYLVANIA,Lancaster,0.4573
2060,PENNSYLVANIA,Luzerne,0.6089
2062,PENNSYLVANIA,Mifflin,0.4723
2064,PENNSYLVANIA,Montgomery,0.1653
2065,PENNSYLVANIA,Montour,0.3111
2067,PENNSYLVANIA,Northumberland,0.5006
2490,PENNSYLVANIA,Allegheny,0.2506
2492,PENNSYLVANIA,Delaware,0.4131
2756,PENNSYLVANIA,Forest,0.7115
2780,PENNSYLVANIA,Centre,0.2892
3197,PENNSYLVANIA,Philadelphia,0.9204
1109,RHODE ISLAND,Bristol,0.1236
1110,RHODE ISLAND,Newport,0.179
1113,RHODE ISLAND,Washington,0.0889
2066,RHODE ISLAND,Kent,0.1519
2781,RHODE ISLAND,Providence,0.7592
68,SOUTH CAROLINA,Lancaster,0.5121
87,SOUTH CAROLINA,Lexington,0.442
89,SOUTH CAROLINA,Oconee,0.7293
92,SOUTH CAROLINA,Pickens,0.599
150,SOUTH CAROLINA,Calhoun,0.5627
161,SOUTH CAROLINA,Charleston,0.3156
172,SOUTH CAROLINA,Newberry,0.9232
1111,SOUTH CAROLINA,Chester,0.7363
1112,SOUTH CAROLINA,Dorchester,0.4188
1114,SOUTH CAROLINA,Greenville,0.5038
1116,SOUTH CAROLINA,Aiken,0.6666
1117,SOUTH CAROLINA,Anderson,0.701
1118,SOUTH CAROLINA,Berkeley,0.5146
1119,SOUTH CAROLINA,Kershaw,0.4959
1120,SOUTH CAROLINA,Spartanburg,0.7618
1121,SOUTH CAROLINA,York,0.3662
2068,SOUTH CAROLINA,Cherokee,0.6978
2070,SOUTH CAROLINA,Edgefield,0.8484
2073,SOUTH CAROLINA,Fairfield,0.7484
2074,SOUTH CAROLINA,Florence,0.8987
2075,SOUTH CAROLINA,Georgetown,0.6771
2076,SOUTH CAROLINA,Greenwood,0.9344
2077,SOUTH CAROLINA,Horry,0.6102
2078,SOUTH CAROLINA,Laurens,0.9172
2494,SOUTH CAROLINA,Abbeville,0.8564
2495,SOUTH CAROLINA,Beaufort,0.4006
2496,SOUTH CAROLINA,Colleton,0.8
2499,SOUTH CAROLINA,Saluda,0.7949
2500,SOUTH CAROLINA,Sumter,0.9732
2502,SOUTH CAROLINA,Union,0.8678
2782,SOUTH CAROLINA,Darlington,0.9268
2783,SOUTH CAROLINA,Richland,0.6309
2872,SOUTH CAROLINA,Bamberg,0.9516
2949,SOUTH CAROLINA,Chesterfield,0.9487
2951,SOUTH CAROLINA,Clarendon,0.9793
2952,SOUTH CAROLINA,Hampton,0.8032
2953,SOUTH CAROLINA,McCormick,0.7373
3041,SOUTH CAROLINA,Dillon,0.9682
3042,SOUTH CAROLINA,Jasper,0.9449
3043,SOUTH CAROLINA,Orangeburg,0.9229
3045,SOUTH CAROLINA,Williamsburg,0.9704
3144,SOUTH CAROLINA,Barnwell,0.9904
3146,SOUTH CAROLINA,Lee,0.921
3198,SOUTH CAROLINA,Marion,0.9293
3253,SOUTH CAROLINA,Marlboro,0.9869
3258,SOUTH CAROLINA,Allendale,0.993
968,SOUTH DAKOTA,Aurora,0.2726
1014,SOUTH DAKOTA,Clark,0.171
1034,SOUTH DAKOTA,Hand,0.0309
1042,SOUTH DAKOTA,Codington,0.2449
1052,SOUTH DAKOTA,Lake,0.1965
1054,SOUTH DAKOTA,Miner,0.1057
1123,SOUTH DAKOTA,Brule,0.5713
1124,SOUTH DAKOTA,Butte,0.3627
1125,SOUTH DAKOTA,Deuel,0.0822
1126,SOUTH DAKOTA,Douglas,0.1503
1127,SOUTH DAKOTA,Edmunds,0.0341
1129,SOUTH DAKOTA,Grant,0.0551
1130,SOUTH DAKOTA,Gregory,0.2847
1131,SOUTH DAKOTA,Haakon,0.3624
1132,SOUTH DAKOTA,Harding,0.0828
1133,SOUTH DAKOTA,Hutchinson,0.2487
1134,SOUTH DAKOTA,Kingsbury,0.0223
1136,SOUTH DAKOTA,Lawrence,0.2618
1137,SOUTH DAKOTA,Moody,0.3908
1139,SOUTH DAKOTA,Meade,0.0892
1141,SOUTH DAKOTA,Perkins,0.1096
1142,SOUTH DAKOTA,Sanborn,0.0385
1143,SOUTH DAKOTA,Spink,0.1768
1145,SOUTH DAKOTA,Stanley,0.1099
1147,SOUTH DAKOTA,Sully,0.0073
1148,SOUTH DAKOTA,Turner,0.108
1149,SOUTH DAKOTA,Walworth,0.3939
1150,SOUTH DAKOTA,Tripp,0.3411
2045,SOUTH DAKOTA,Brown,0.3287
2053,SOUTH DAKOTA,Campbell,0.0064
2054,SOUTH DAKOTA,Charles Mix,0.7389
2059,SOUTH DAKOTA,Day,0.185
2061,SOUTH DAKOTA,Fall River,0.4172
2063,SOUTH DAKOTA,Hamlin,0.1586
2069,SOUTH DAKOTA,Hanson,0.0013
2071,SOUTH DAKOTA,Jones,0.0051
2072,SOUTH DAKOTA,McCook,0.2229
2079,SOUTH DAKOTA,Bon Homme,0.2382
2080,SOUTH DAKOTA,Custer,0.228
2081,SOUTH DAKOTA,Davison,0.2338
2083,SOUTH DAKOTA,Hughes,0.4061
2084,SOUTH DAKOTA,Hyde,0.0943
2085,SOUTH DAKOTA,Jerauld,0.0506
2086,SOUTH DAKOTA,Marshall,0.2131
2087,SOUTH DAKOTA,Minnehaha,0.3589
2088,SOUTH DAKOTA,Pennington,0.4162
2090,SOUTH DAKOTA,Union,0.0274
2091,SOUTH DAKOTA,Yankton,0.3159
2475,SOUTH DAKOTA,Brookings,0.1561
2478,SOUTH DAKOTA,Faulk,0.0777
2493,SOUTH DAKOTA,Potter,0.0516
2503,SOUTH DAKOTA,Lincoln,0.0201
2504,SOUTH DAKOTA,McPherson,0.2889
2507,SOUTH DAKOTA,Roberts,0.7178
2760,SOUTH DAKOTA,Beadle,0.6506
2764,SOUTH DAKOTA,Clay,0.2468
2766,SOUTH DAKOTA,Lyman,0.7137
3044,SOUTH DAKOTA,Buffalo,0.971
3147,SOUTH DAKOTA,Mellette,0.9156
3181,SOUTH DAKOTA,Bennett,0.7927
3200,SOUTH DAKOTA,Dewey,0.8831
3201,SOUTH DAKOTA,Jackson,0.9666
3229,SOUTH DAKOTA,Corson,0.8395
3248,SOUTH DAKOTA,Todd,0.9564
3254,SOUTH DAKOTA,Ziebach,0.9538
3259,SOUTH DAKOTA,Oglala Lakota,0.9943
117,TENNESSEE,Anderson,0.6064
1151,TENNESSEE,Bedford,0.7758
1152,TENNESSEE,Blount,0.2452
1153,TENNESSEE,Bradley,0.6914
1155,TENNESSEE,Cannon,0.3704
1156,TENNESSEE,Hardin,0.7064
1157,TENNESSEE,Carter,0.6153
1158,TENNESSEE,Cheatham,0.2369
1160,TENNESSEE,Claiborne,0.7102
1161,TENNESSEE,Coffee,0.4914
1162,TENNESSEE,Crockett,0.7812
1163,TENNESSEE,Decatur,0.5086
1166,TENNESSEE,DeKalb,0.4306
1168,TENNESSEE,Dickson,0.429
1169,TENNESSEE,Fayette,0.2554
1170,TENNESSEE,Franklin,0.3764
1171,TENNESSEE,Gibson,0.735
1173,TENNESSEE,Giles,0.6032
1175,TENNESSEE,Hamblen,0.8146
1176,TENNESSEE,Hamilton,0.4137
1178,TENNESSEE,Henderson,0.6981
1179,TENNESSEE,Lawrence,0.8318
1180,TENNESSEE,Henry,0.6347
1182,TENNESSEE,Hickman,0.5662
1183,TENNESSEE,Macon,0.6927
1184,TENNESSEE,Jefferson,0.5608
1185,TENNESSEE,Lewis,0.6363
1186,TENNESSEE,Madison,0.7124
1187,TENNESSEE,Lincoln,0.6777
1188,TENNESSEE,Stewart,0.4086
1189,TENNESSEE,McMinn,0.6551
1190,TENNESSEE,Marion,0.5061
1193,TENNESSEE,Marshall,0.6099
1195,TENNESSEE,Maury,0.3949
1196,TENNESSEE,Moore,0.0914
1197,TENNESSEE,Obion,0.7694
1201,TENNESSEE,Overton,0.4576
1202,TENNESSEE,Polk,0.4904
1203,TENNESSEE,Putnam,0.6182
1204,TENNESSEE,Rhea,0.8207
1207,TENNESSEE,Roane,0.3844
1208,TENNESSEE,Robertson,0.4287
1209,TENNESSEE,Rutherford,0.3268
1210,TENNESSEE,Sevier,0.6111
1211,TENNESSEE,Smith,0.2608
1213,TENNESSEE,Sullivan,0.5411
1214,TENNESSEE,Sumner,0.2057
1215,TENNESSEE,Tipton,0.45
1216,TENNESSEE,Warren,0.8322
1218,TENNESSEE,Washington,0.4589
1220,TENNESSEE,Weakley,0.6583
1222,TENNESSEE,White,0.5984
1224,TENNESSEE,Wilson,0.1465
2092,TENNESSEE,Carroll,0.7443
2096,TENNESSEE,Benton,0.7029
2097,TENNESSEE,Chester,0.6436
2098,TENNESSEE,McNairy,0.7172
2099,TENNESSEE,Monroe,0.6478
2100,TENNESSEE,Dyer,0.7596
2104,TENNESSEE,Greene,0.5446
2105,TENNESSEE,Hawkins,0.708
2106,TENNESSEE,Humphreys,0.3688
2107,TENNESSEE,Knox,0.3035
2109,TENNESSEE,Loudon,0.3863
2110,TENNESSEE,Montgomery,0.5172
2112,TENNESSEE,Sequatchie,0.572
2113,TENNESSEE,Trousdale,0.522
2114,TENNESSEE,Williamson,0.021
2508,TENNESSEE,Campbell,0.7338
2510,TENNESSEE,Cumberland,0.5373
2513,TENNESSEE,Davidson,0.5363
2514,TENNESSEE,Fentress,0.6373
2515,TENNESSEE,Grainger,0.593
2516,TENNESSEE,Haywood,0.8717
2517,TENNESSEE,Houston,0.5551
2518,TENNESSEE,Jackson,0.6
2520,TENNESSEE,Meigs,0.4933
2521,TENNESSEE,Unicoi,0.7981
2525,TENNESSEE,Union,0.6672
2527,TENNESSEE,Wayne,0.7624
2772,TENNESSEE,Hardeman,0.8672
2785,TENNESSEE,Clay,0.5939
2786,TENNESSEE,Hancock,0.7666
2787,TENNESSEE,Johnson,0.5653
2789,TENNESSEE,Perry,0.6799
2790,TENNESSEE,Pickett,0.4153
2791,TENNESSEE,Shelby,0.7847
2792,TENNESSEE,Scott,0.7637
2795,TENNESSEE,Van Buren,0.6025
2955,TENNESSEE,Cocke,0.6857
2956,TENNESSEE,Morgan,0.7494
3046,TENNESSEE,Bledsoe,0.8159
3048,TENNESSEE,Grundy,0.8685
3148,TENNESSEE,Lauderdale,0.9672
3230,TENNESSEE,Lake,0.9185
180,TEXAS,Henderson,0.7201
185,TEXAS,Throckmorton,0.2678
256,TEXAS,San Patricio,0.8309
261,TEXAS,Schleicher,0.5857
279,TEXAS,Dallam,0.5503
284,TEXAS,Glasscock,0.1761
447,TEXAS,Tom Green,0.6643
608,TEXAS,Lubbock,0.7497
614,TEXAS,Nolan,0.8866
656,TEXAS,Hamilton,0.6083
659,TEXAS,Jeff Davis,0.3611
666,TEXAS,Kimble,0.5885
791,TEXAS,Hall,0.95
795,TEXAS,Hemphill,0.7427
892,TEXAS,Hockley,0.9025
895,TEXAS,Houston,0.9131
897,TEXAS,Jefferson,0.8567
912,TEXAS,Cottle,0.9363
914,TEXAS,Crane,0.4739
938,TEXAS,Garza,0.7213
971,TEXAS,Ochiltree,0.5787
1036,TEXAS,Parmer,0.7576
1039,TEXAS,Pecos,0.8213
1079,TEXAS,Potter,0.9248
1094,TEXAS,Reeves,0.7803
1101,TEXAS,Shelby,0.9522
1144,TEXAS,Sutton,0.6041
1146,TEXAS,Swisher,0.9701
1154,TEXAS,Parker,0.2561
1159,TEXAS,Polk,0.9121
1164,TEXAS,Randall,0.2204
1165,TEXAS,Red River,0.565
1167,TEXAS,Robertson,0.7529
1172,TEXAS,Runnels,0.5449
1174,TEXAS,Taylor,0.6933
1177,TEXAS,Young,0.5532
1191,TEXAS,Archer,0.0898
1192,TEXAS,Armstrong,0.1599
1194,TEXAS,Baylor,0.1554
1198,TEXAS,Blanco,0.2783
1199,TEXAS,Brewster,0.6573
1205,TEXAS,Carson,0.0338
1206,TEXAS,Cass,0.7841
1225,TEXAS,Brown,0.6277
1226,TEXAS,Clay,0.3182
1227,TEXAS,Burnet,0.5299
1228,TEXAS,Callahan,0.2968
1229,TEXAS,Coleman,0.4185
1230,TEXAS,Fayette,0.4363
1231,TEXAS,Comal,0.2379
1232,TEXAS,Fisher,0.4312
1233,TEXAS,Cooke,0.6226
1234,TEXAS,Delta,0.5704
1236,TEXAS,Erath,0.6252
1237,TEXAS,Hopkins,0.7067
1238,TEXAS,Franklin,0.5277
1239,TEXAS,Goliad,0.5815
1240,TEXAS,Gray,0.8446
1241,TEXAS,Grayson,0.6592
1242,TEXAS,Hutchinson,0.6631
1243,TEXAS,Irion,0.2013
1244,TEXAS,Jasper,0.8239
1245,TEXAS,Gregg,0.8825
1246,TEXAS,Guadalupe,0.4344
1247,TEXAS,Harrison,0.7306
1248,TEXAS,Hood,0.2602
1249,TEXAS,Johnson,0.5073
1250,TEXAS,Kendall,0.2283
1251,TEXAS,Lamar,0.8357
1252,TEXAS,Lampasas,0.5443
1253,TEXAS,Montague,0.5841
1254,TEXAS,McCulloch,0.7395
1255,TEXAS,Palo Pinto,0.8799
1256,TEXAS,Morris,0.7299
1258,TEXAS,Orange,0.5812
1260,TEXAS,Upshur,0.5898
1261,TEXAS,Van Zandt,0.5589
1262,TEXAS,Washington,0.7312
1304,TEXAS,Uvalde,0.9548
1325,TEXAS,Yoakum,0.492
2089,TEXAS,Eastland,0.8067
2093,TEXAS,Galveston,0.585
2095,TEXAS,Grimes,0.8602
2101,TEXAS,Chambers,0.4108
2102,TEXAS,Hardin,0.2532
2111,TEXAS,Comanche,0.7264
2115,TEXAS,Aransas,0.8019
2116,TEXAS,Bosque,0.6175
2117,TEXAS,Bowie,0.8529
2119,TEXAS,Briscoe,0.4564
2120,TEXAS,Denton,0.221
2121,TEXAS,Dickens,0.8796
2122,TEXAS,Donley,0.4525
2123,TEXAS,Fannin,0.5758
2124,TEXAS,Hays,0.4924
2125,TEXAS,Freestone,0.843
2126,TEXAS,Hill,0.8707
2127,TEXAS,Lavaca,0.6879
2128,TEXAS,Hunt,0.8341
2129,TEXAS,Jack,0.6538
2130,TEXAS,Leon,0.6156
2131,TEXAS,Limestone,0.9532
2132,TEXAS,Jackson,0.6774
2133,TEXAS,Lipscomb,0.4605
2134,TEXAS,Kaufman,0.5691
2135,TEXAS,Kerr,0.6959
2136,TEXAS,King,0.1955
2137,TEXAS,Lee,0.6752
2138,TEXAS,Milam,0.7627
2139,TEXAS,Rockwall,0.1124
2140,TEXAS,Navarro,0.9662
2141,TEXAS,Newton,0.7207
2142,TEXAS,Panola,0.6952
2143,TEXAS,Stephens,0.885
2144,TEXAS,Stonewall,0.3236
2145,TEXAS,Rains,0.4016
2146,TEXAS,Roberts,0.0911
2147,TEXAS,Rusk,0.7965
2148,TEXAS,Shackelford,0.685
2149,TEXAS,Smith,0.7462
2150,TEXAS,Wichita,0.8166
2151,TEXAS,Wilson,0.4436
2152,TEXAS,Wise,0.5768
2153,TEXAS,Wood,0.6322
2472,TEXAS,McLennan,0.8436
2491,TEXAS,Mason,0.357
2498,TEXAS,Bandera,0.5076
2501,TEXAS,Mitchell,0.6213
2505,TEXAS,Nacogdoches,0.9822
2509,TEXAS,Bastrop,0.7459
2511,TEXAS,Nueces,0.8363
2519,TEXAS,Bell,0.8051
2522,TEXAS,Borden,0.0621
2523,TEXAS,Brazoria,0.5134
2524,TEXAS,Burleson,0.608
2526,TEXAS,Childress,0.75
2528,TEXAS,Anderson,0.7946
2530,TEXAS,Austin,0.4936
2531,TEXAS,Coke,0.6204
2532,TEXAS,Camp,0.9019
2533,TEXAS,Cherokee,0.9191
2535,TEXAS,Collin,0.1506
2536,TEXAS,DeWitt,0.8229
2537,TEXAS,Colorado,0.6847
2538,TEXAS,Coryell,0.7809
2539,TEXAS,Ellis,0.3924
2540,TEXAS,Gillespie,0.3573
2541,TEXAS,Hardeman,0.728
2542,TEXAS,Hartley,0.5344
2543,TEXAS,Howard,0.9153
2544,TEXAS,Knox,0.7962
2545,TEXAS,Live Oak,0.6917
2546,TEXAS,Llano,0.4666
2547,TEXAS,Lynn,0.8908
2548,TEXAS,Oldham,0.4322
2549,TEXAS,Matagorda,0.9067
2550,TEXAS,Sterling,0.4127
2551,TEXAS,Medina,0.6697
2552,TEXAS,Wheeler,0.6962
2554,TEXAS,Mills,0.7688
2556,TEXAS,San Jacinto,0.6869
2557,TEXAS,Travis,0.3812
2558,TEXAS,Victoria,0.7834
2559,TEXAS,Wilbarger,0.9083
2562,TEXAS,Williamson,0.2016
2744,TEXAS,Jones,0.6328
2748,TEXAS,Kent,0.4427
2761,TEXAS,McMullen,0.7631
2767,TEXAS,Montgomery,0.3914
2768,TEXAS,Reagan,0.4806
2770,TEXAS,Scurry,0.6994
2774,TEXAS,Sherman,0.4611
2778,TEXAS,Somervell,0.5605
2784,TEXAS,Upton,0.6519
2788,TEXAS,Ward,0.6494
2793,TEXAS,Calhoun,0.8618
2794,TEXAS,Collingsworth,0.8876
2796,TEXAS,Angelina,0.9771
2798,TEXAS,Bexar,0.8258
2799,TEXAS,Brazos,0.6532
2801,TEXAS,Foard,0.4783
2802,TEXAS,Fort Bend,0.2873
2803,TEXAS,Marion,0.6885
2804,TEXAS,Martin,0.4239
2805,TEXAS,Menard,0.5854
2806,TEXAS,Real,0.7169
2807,TEXAS,Refugio,0.9414
2809,TEXAS,Sabine,0.5309
2810,TEXAS,San Augustine,0.8889
2811,TEXAS,San Saba,0.7315
2812,TEXAS,Trinity,0.8016
2813,TEXAS,Wharton,0.8758
2878,TEXAS,Bailey,0.8003
2880,TEXAS,Cochran,0.8608
2933,TEXAS,Crockett,0.6892
2935,TEXAS,Dawson,0.9475
2947,TEXAS,Liberty,0.9427
2950,TEXAS,Madison,0.8376
2954,TEXAS,Midland,0.4748
2957,TEXAS,Caldwell,0.8732
2958,TEXAS,Edwards,0.4385
2959,TEXAS,Gaines,0.6825
2960,TEXAS,Kleberg,0.9834
2961,TEXAS,Motley,0.7003
2962,TEXAS,Tarrant,0.5475
2963,TEXAS,Terrell,0.4713
2964,TEXAS,Titus,0.8901
2965,TEXAS,Tyler,0.8834
2967,TEXAS,Walker,0.6997
2968,TEXAS,Waller,0.8331
2969,TEXAS,Winkler,0.6541
3047,TEXAS,Concho,0.4283
3049,TEXAS,Andrews,0.4736
3050,TEXAS,Atascosa,0.8497
3051,TEXAS,Bee,0.9694
3052,TEXAS,Castro,0.7774
3053,TEXAS,Dallas,0.7538
3054,TEXAS,Deaf Smith,0.8411
3055,TEXAS,Floyd,0.8299
3056,TEXAS,Gonzales,0.8959
3057,TEXAS,Hansford,0.7615
3058,TEXAS,Harris,0.7236
3060,TEXAS,Haskell,0.9755
3061,TEXAS,Cameron,0.9758
3063,TEXAS,Hidalgo,0.978
3064,TEXAS,Jim Wells,0.9226
3065,TEXAS,Karnes,0.8424
3066,TEXAS,Presidio,0.9981
3068,TEXAS,Terry,0.9876
3069,TEXAS,Kinney,0.8561
3070,TEXAS,Lamb,0.8975
3072,TEXAS,Loving,0.7573
3073,TEXAS,Moore,0.699
3074,TEXAS,Val Verde,0.9678
3129,TEXAS,Crosby,0.9395
3131,TEXAS,Ector,0.7924
3133,TEXAS,Falls,0.9799
3134,TEXAS,Hale,0.9312
3136,TEXAS,La Salle,0.8191
3202,TEXAS,Culberson,0.9971
3203,TEXAS,El Paso,0.9535
3204,TEXAS,Frio,0.9866
3205,TEXAS,Kenedy,0.7328
3231,TEXAS,Webb,0.9497
3232,TEXAS,Willacy,0.9892
3250,TEXAS,Brooks,1
3251,TEXAS,Hudspeth,0.9825
3255,TEXAS,Maverick,0.9742
3256,TEXAS,Starr,0.9815
3260,TEXAS,Duval,0.9994
3261,TEXAS,Zapata,0.9895
3262,TEXAS,Zavala,0.9987
3263,TEXAS,Dimmit,0.9997
3264,TEXAS,Jim Hogg,0.9917
451,UTAH,Cache,0.3201
1263,UTAH,Garfield,0.4592
1264,UTAH,Kane,0.1054
1265,UTAH,Wayne,0.2908
1905,UTAH,Iron,0.4525
2154,UTAH,Millard,0.3554
2155,UTAH,Morgan,0.0003
2157,UTAH,Rich,0.1971
2158,UTAH,Box Elder,0.1592
2159,UTAH,Carbon,0.5615
2160,UTAH,Davis,0.0796
2161,UTAH,Duchesne,0.4822
2162,UTAH,Emery,0.2627
2163,UTAH,Grand,0.5213
2164,UTAH,Sevier,0.3261
2165,UTAH,Summit,0.05
2167,UTAH,Tooele,0.3143
2168,UTAH,Uintah,0.4838
2169,UTAH,Wasatch,0.0643
2170,UTAH,Weber,0.4271
2560,UTAH,Washington,0.4143
2564,UTAH,Beaver,0.2522
2566,UTAH,Daggett,0.0755
2567,UTAH,Juab,0.2331
2568,UTAH,Salt Lake,0.3229
2569,UTAH,Utah,0.278
2814,UTAH,Piute,0.2713
2847,UTAH,Sanpete,0.6019
3137,UTAH,San Juan,0.9752
1217,VERMONT,Orleans,0.4258
1219,VERMONT,Washington,0.1752
1266,VERMONT,Bennington,0.2924
1267,VERMONT,Caledonia,0.2672
1268,VERMONT,Franklin,0.1111
1269,VERMONT,Grand Isle,0.0025
1270,VERMONT,Lamoille,0.1309
1271,VERMONT,Orange,0.172
1273,VERMONT,Windham,0.3054
1275,VERMONT,Windsor,0.128
2171,VERMONT,Addison,0.0965
2172,VERMONT,Chittenden,0.1831
2173,VERMONT,Essex,0.2067
2174,VERMONT,Rutland,0.2787
382,VIRGINIA,Lexington City,0.3226
1221,VIRGINIA,Fauquier,0.0287
1223,VIRGINIA,Floyd,0.1115
1274,VIRGINIA,Fluvanna,0.0631
1276,VIRGINIA,Franklin,0.401
1277,VIRGINIA,Frederick,0.1822
1278,VIRGINIA,Alleghany,0.4462
1279,VIRGINIA,Amelia,0.3166
1280,VIRGINIA,Amherst,0.4682
1281,VIRGINIA,Appomattox,0.3637
1282,VIRGINIA,Augusta,0.149
1283,VIRGINIA,Hanover,0.0156
1284,VIRGINIA,Bath,0.2471
1285,VIRGINIA,Bedford,0.0984
1286,VIRGINIA,King and Queen,0.3245
1287,VIRGINIA,Botetourt,0.0414
1288,VIRGINIA,Campbell,0.2615
1289,VIRGINIA,Caroline,0.3481
1290,VIRGINIA,Carroll,0.3369
1291,VIRGINIA,Chesterfield,0.1799
1293,VIRGINIA,Clarke,0.1131
1294,VIRGINIA,Wythe,0.3965
1295,VIRGINIA,Craig,0.0745
1296,VIRGINIA,Culpeper,0.4882
1298,VIRGINIA,Cumberland,0.5831
1299,VIRGINIA,Chesapeake City,0.2592
1300,VIRGINIA,Dinwiddie,0.4182
1301,VIRGINIA,Essex,0.5634
1302,VIRGINIA,Giles,0.2742
1303,VIRGINIA,Covington City,0.4634
1305,VIRGINIA,Gloucester,0.0366
1306,VIRGINIA,Goochland,0.0459
1307,VIRGINIA,Poquoson City,0.0127
1308,VIRGINIA,Grayson,0.6459
1309,VIRGINIA,Suffolk City,0.3468
1310,VIRGINIA,Greene,0.1631
1313,VIRGINIA,Halifax,0.6723
1314,VIRGINIA,Henry,0.8857
1315,VIRGINIA,Isle of Wight,0.3392
1317,VIRGINIA,James City,0.115
1318,VIRGINIA,King George,0.0159
1319,VIRGINIA,King William,0.0357
1320,VIRGINIA,Louisa,0.3325
1321,VIRGINIA,Madison,0.164
1322,VIRGINIA,New Kent,0.0061
1323,VIRGINIA,Orange,0.465
1324,VIRGINIA,Page,0.3936
1326,VIRGINIA,Pittsylvania,0.6427
1327,VIRGINIA,Pulaski,0.4831
1328,VIRGINIA,Rockingham,0.3197
1330,VIRGINIA,Shenandoah,0.3643
1331,VIRGINIA,Spotsylvania,0.2159
1332,VIRGINIA,Buchanan,0.7545
1333,VIRGINIA,Surry,0.3659
1335,VIRGINIA,Warren,0.2564
1337,VIRGINIA,Washington,0.3646
1339,VIRGINIA,Westmoreland,0.292
1340,VIRGINIA,York,0.1997
1342,VIRGINIA,Virginia Beach City,0.1889
1343,VIRGINIA,Waynesboro City,0.6013
2175,VIRGINIA,Accomack,0.8025
2176,VIRGINIA,Colonial Heights City,0.5685
2177,VIRGINIA,Albemarle,0.1732
2178,VIRGINIA,Charles City,0.2366
2179,VIRGINIA,Charlotte,0.7057
2180,VIRGINIA,Henrico,0.2573
2181,VIRGINIA,Highland,0.065
2182,VIRGINIA,Falls Church City,0.1389
2183,VIRGINIA,Lancaster,0.1583
2184,VIRGINIA,Mathews,0.0207
2185,VIRGINIA,Hopewell City,0.9408
2186,VIRGINIA,Mecklenburg,0.7768
2187,VIRGINIA,Middlesex,0.2025
2188,VIRGINIA,Nelson,0.3
2189,VIRGINIA,Northampton,0.6764
2190,VIRGINIA,Staunton City,0.4449
2191,VIRGINIA,Northumberland,0.1213
2192,VIRGINIA,Powhatan,0.0057
2194,VIRGINIA,Prince Edward,0.7296
2195,VIRGINIA,Prince George,0.3175
2197,VIRGINIA,Rappahannock,0.0213
2199,VIRGINIA,Richmond,0.6143
2200,VIRGINIA,Roanoke,0.1312
2201,VIRGINIA,Rockbridge,0.1433
2202,VIRGINIA,Scott,0.6758
2204,VIRGINIA,Smyth,0.7548
2208,VIRGINIA,Stafford,0.1541
2209,VIRGINIA,Tazewell,0.5936
2323,VIRGINIA,Fredericksburg City,0.5631
2553,VIRGINIA,Brunswick,0.8955
2555,VIRGINIA,Fairfax,0.1876
2561,VIRGINIA,Russell,0.4487
2563,VIRGINIA,Southampton,0.4755
2565,VIRGINIA,Arlington,0.1401
2571,VIRGINIA,Bland,0.3449
2572,VIRGINIA,Alexandria City,0.2003
2573,VIRGINIA,Loudoun,0.0904
2574,VIRGINIA,Buena Vista City,0.3242
2575,VIRGINIA,Lunenburg,0.8643
2576,VIRGINIA,Nottoway,0.9096
2577,VIRGINIA,Fairfax City,0.2411
2578,VIRGINIA,Patrick,0.6389
2579,VIRGINIA,Hampton City,0.6675
2580,VIRGINIA,Salem City,0.3089
2582,VIRGINIA,Williamsburg City,0.385
2583,VIRGINIA,Winchester City,0.722
2808,VIRGINIA,Bristol City,0.751
2815,VIRGINIA,Charlottesville City,0.4092
2816,VIRGINIA,Montgomery,0.2959
2817,VIRGINIA,Lynchburg City,0.7369
2818,VIRGINIA,Radford City,0.4124
